Bid Price 1,Bid Size 1,Ask Price 1,Ask Size 1,midprice,spread,log_return,RV_5min,RSI_5min,OSI_10s,Bid Price 2,Bid Size 2,Ask Price 2,Ask Size 2,Bid Price 3,Bid Size 3,Ask Price 3,Ask Size 3,Bid Price 4,Bid Size 4,Ask Price 4,Ask Size 4,Bid Price 5,Bid Size 5,Ask Price 5,Ask Size 5
-1.5443220692855926,-0.361029578549609,-1.5443220692855926,-1.0776185016955537,-1.5443220692855926,400.0,-3.4565705800300943e-06,2.462595688630441e-05,49.535816487006805,0.28820834398464196,-1.5443220692855926,0.6871323213290068,-1.5443220692855926,-0.28969038953613535,-1.5443220692855926,-0.7806543529953639,-1.5443220692855926,1.0421067638131096,-1.5443220692855926,1.0688563350626343,-1.5443220692855926,0.2876918563889348,-1.5443220692855926,-0.6667544526605109,-1.5443220692855926,1.136487286586689
-1.5482422049738522,-1.0032496314067378,-1.5482422049738522,-0.9495746103937031,-1.5482422049738522,400.0,-3.4565705800300943e-06,2.462595688630441e-05,49.535816487006805,-0.030130156510695037,-1.5482422049738522,-2.385328766006429,-1.5482422049738522,-0.26992290431971017,-1.5482422049738522,0.16726066877128493,-1.5482422049738522,-0.6977834128918532,-1.5482422049738522,-1.21726215648772,-1.5482422049738522,-0.1262719441287214,-1.5482422049738522,1.2490772833769717,-1.5482422049738522,1.0780999940900384
-1.5298786293318747,1.0332806760361284,-1.5298786293318747,0.14859211110099363,-1.5298786293318747,400.0,1.6191937261115874e-05,2.462595688630441e-05,49.535816487006805,0.2973443035518998,-1.5298786293318747,-2.018775748261109,-1.5298786293318747,0.33323707437126027,-1.5298786293318747,1.1486090268239273,-1.5298786293318747,0.5256746707419055,-1.5298786293318747,1.0168930541765475,-1.5298786293318747,-0.5835154249151503,-1.5298786293318747,-1.0446769792883976,-1.5298786293318747,-1.0841101771844581
-1.4866969573891233,-0.03405043477698836,-1.4866969573891233,-0.47430919450979586,-1.4866969573891233,400.0,3.8074063871292954e-05,2.462595688630441e-05,49.535816487006805,0.1651297700514285,-1.4866969573891233,0.31977652397026285,-1.4866969573891233,-0.14872342357272658,-1.4866969573891233,-0.43590383890686907,-1.4866969573891233,1.0500589359135595,-1.4866969573891233,-0.5145549350974965,-1.4866969573891233,0.5901341600982489,-1.4866969573891233,-2.3700753780166837,-1.4866969573891233,-1.0398820735827121
-1.4933357860168384,-0.05041369717029958,-1.4933357860168384,-0.6502461252587618,-1.4933357860168384,400.0,-5.853481389776321e-06,2.462595688630441e-05,49.535816487006805,0.2267768787003786,-1.4933357860168384,-0.980481933393053,-1.4933357860168384,-2.7014503519440254,-1.4933357860168384,1.1201984130657745,-1.4933357860168384,-0.007127191195927501,-1.4933357860168384,1.217083409161182,-1.4933357860168384,-0.17113386791647645,-1.4933357860168384,1.088087487321294,-1.4933357860168384,0.19095090115752783
-1.499974149159895,-1.0525146084868888,-1.499974149159895,0.6273058519521901,-1.499974149159895,400.0,-5.853105230025001e-06,2.462595688630441e-05,49.535816487006805,-0.569060195080136,-1.499974149159895,0.5676261386133467,-1.499974149159895,0.7703867253232574,-1.499974149159895,-1.985322684664114,-1.499974149159895,1.1793440948038039,-1.499974149159895,0.7333897587249684,-1.499974149159895,-0.04116481618257334,-1.499974149159895,0.4483139364941245,-1.499974149159895,0.3249150241066278
-1.4551995510521014,-0.10232138104147406,-1.4551995510521014,0.6402337561664313,-1.4551995510521014,400.0,3.94775071424656e-05,2.462595688630441e-05,49.535816487006805,-0.2541226011711058,-1.4551995510521014,0.3710881526848982,-1.4551995510521014,0.810711883602064,-1.4551995510521014,-1.7010010441642727,-1.4551995510521014,1.1310601716233437,-1.4551995510521014,-0.04866424488281207,-1.4551995510521014,-2.3102027141974824,-1.4551995510521014,-0.2346914606029355,-1.4551995510521014,-0.25503963081753567
-1.4334408740491826,1.0547132601179032,-1.4334408740491826,0.9914096970159311,-1.4334408740491826,400.0,1.918393841703719e-05,2.462595688630441e-05,49.535816487006805,0.027442049969315006,-1.4334408740491826,0.45596343912990267,-1.4334408740491826,0.8012086604271746,-1.4334408740491826,0.731660234086209,-1.4334408740491826,-0.8375742894783021,-1.4334408740491826,-0.4983838543648819,-1.4334408740491826,0.4835974428287808,-1.4334408740491826,0.275785956183204,-1.4334408740491826,-0.36409613557204357
-1.4467516366933637,-0.17163209618702638,-1.4467516366933637,0.014767644069913054,-1.4467516366933637,400.0,-1.173563539030352e-05,2.462595688630441e-05,49.535816487006805,-0.06813630322814776,-1.4467516366933637,-0.440916379695652,-1.4467516366933637,-0.28837619583103946,-1.4467516366933637,-0.9529952382910035,-1.4467516366933637,-0.5859151716066459,-1.4467516366933637,-0.7101760785089074,-1.4467516366933637,-1.3754968694649248,-1.4467516366933637,-0.6058130841901967,-1.4467516366933637,0.05302338477636133
-1.431368714479023,1.1864158350840621,-1.431368714479023,-1.7904629998143193,-1.431368714479023,400.0,1.3562573855628201e-05,2.462595688630441e-05,49.535816487006805,0.8407754931329435,-1.431368714479023,0.5844395172580085,-1.431368714479023,0.27772813713257233,-1.431368714479023,-0.3573308803747353,-1.431368714479023,-0.9921245961656487,-1.431368714479023,0.7019735953349694,-1.431368714479023,-0.8145719410522199,-1.431368714479023,0.577941025499338,-1.431368714479023,0.7141611262538003
-1.444507754859207,1.1780092815833003,-1.444507754859207,-0.5295205179889153,-1.444507754859207,400.0,-1.1584211815968126e-05,2.462595688630441e-05,49.535816487006805,0.5423760876266882,-1.444507754859207,0.9714904353240736,-1.444507754859207,-0.23275914200500036,-1.444507754859207,-1.2910570702502149,-1.444507754859207,-0.9032738470739097,-1.444507754859207,1.112122115405404,-1.444507754859207,0.7675698570730062,-1.444507754859207,0.5357196872908814,-1.444507754859207,-1.6750699397775106
-1.4577123478931664,-1.2092645166293212,-1.4577123478931664,1.2545631821376009,-1.4577123478931664,400.0,-1.1642142397037087e-05,2.462595688630441e-05,49.535816487006805,-0.7292833150959235,-1.4577123478931664,1.2548582749483423,-1.4577123478931664,-2.4909771961205993,-1.4577123478931664,-0.29609330621438107,-1.4577123478931664,1.1392429989892716,-1.4577123478931664,0.8548126446653725,-1.4577123478931664,-0.36312050487921005,-1.4577123478931664,-1.736007737502548,-1.4577123478931664,0.7561022245855075
-1.4508521176820683,-1.0086205457416773,-1.4508521176820683,0.5127094077219896,-1.4508521176820683,400.0,6.0485014694924945e-06,2.462595688630441e-05,49.535816487006805,-0.5277931212354678,-1.4508521176820683,0.9877716710779854,-1.4508521176820683,0.38372416580603474,-1.4508521176820683,-0.5080670735528705,-1.4508521176820683,1.177712422215544,-1.4508521176820683,1.0054091709448012,-1.4508521176820683,-1.100771626988096,-1.4508521176820683,1.1132275644047744,-1.4508521176820683,1.1507348514470936
-1.505098355542519,1.0393269390517428,-1.505098355542519,0.7673833196004852,-1.505098355542519,400.0,-4.782861413728656e-05,2.462595688630441e-05,49.535816487006805,0.09602895913422663,-1.505098355542519,0.3848015345134146,-1.505098355542519,-1.4328259437390918,-1.505098355542519,0.8094795092455177,-1.505098355542519,-1.9824491072237056,-1.505098355542519,0.9061670958475876,-1.505098355542519,0.45523586707042923,-1.505098355542519,0.12550786228528013,-1.505098355542519,0.8617964033157965
-1.5540040520777647,-0.0696202517345466,-1.5540040520777647,-2.5459200734356107,-1.5540040520777647,400.0,-4.3121848706181745e-05,2.462595688630441e-05,49.535816487006805,0.9169261144137305,-1.5540040520777647,-0.9669157791282414,-1.5540040520777647,-1.7879648883091315,-1.5540040520777647,0.7389422158326284,-1.5540040520777647,0.5111434483447639,-1.5540040520777647,1.2479365820078308,-1.5540040520777647,-0.808859231667281,-1.5540040520777647,-0.9357353038591757,-1.5540040520777647,-0.9343506081194259
-1.569946297413845,-2.549143910788262,-1.569946297413845,0.31258065989106876,-1.569946297413845,400.0,-1.4057232481953221e-05,2.462595688630441e-05,49.535816487006805,-0.9466636717505418,-1.569946297413845,0.6771199290188193,-1.569946297413845,0.8182532088866279,-1.569946297413845,1.2010832950136465,-1.569946297413845,0.4386304311694216,-1.569946297413845,0.8604481400166452,-1.569946297413845,-0.5405101568295971,-1.569946297413845,-0.4047948712133722,-1.569946297413845,-1.6485374734421694
-1.5986625704321644,-0.5225840916756401,-1.5986625704321644,-2.157579799824604,-1.5986625704321644,400.0,-2.5321356270588945e-05,2.462595688630441e-05,49.535816487006805,0.7127303443090199,-1.5986625704321644,1.1585841028785373,-1.5986625704321644,-2.58188782867473,-1.5986625704321644,0.7853137852213111,-1.5986625704321644,-0.06775600829893971,-1.5986625704321644,-0.8381538530563626,-1.5986625704321644,0.5597779649020096,-1.5986625704321644,1.037564150513869,-1.5986625704321644,0.227877860174582
-1.5897528795498033,0.5046001919219618,-1.5897528795498033,0.4460238754270613,-1.5897528795498033,400.0,7.856431336081865e-06,2.462595688630441e-05,49.535816487006805,0.023923602670462642,-1.5897528795498033,-0.8658830244769165,-1.5897528795498033,1.1819579340228767,-1.5897528795498033,0.7237523342529322,-1.5897528795498033,0.6008142493997176,-1.5897528795498033,0.9255994263033188,-1.5897528795498033,0.8133753805670665,-1.5897528795498033,-0.12170070268960907,-1.5897528795498033,1.1992723174299686
