Time,Ask Price 1,Ask Size 1,Bid Price 1,Bid Size 1,Ask Price 2,Ask Size 2,Bid Price 2,Bid Size 2,Ask Price 3,Ask Size 3,Bid Price 3,Bid Size 3,Ask Price 4,Ask Size 4,Bid Price 4,Bid Size 4,Ask Price 5,Ask Size 5,Bid Price 5,Bid Size 5
2024-01-01 00:00:00,40200.496714153014,1.7655421331740697,39800.496714153014,3.1952975121166727,40405.496714153014,3.512264096024223,39595.496714153014,6.8921520461954815,40610.496714153014,8.528634332331972,39390.496714153014,2.3042661132592523,40815.496714153014,5.173437294525931,39185.496714153014,8.718930028076848,41020.496714153014,9.18372900643876,38980.496714153014,2.551613720264622
2024-01-01 00:00:01,40200.35844985184,1.9803539622440984,39800.35844985184,1.8645076792246764,40405.35844985184,3.564292484336936,39595.35844985184,0.3209964416874044,40610.35844985184,2.4308557992881945,39390.35844985184,4.75851074608241,40815.35844985184,3.832799881204063,39185.35844985184,1.5478805601433767,41020.35844985184,8.83855989168935,38980.35844985184,9.957066697743587
2024-01-01 00:00:02,40201.00613838994,4.661050496347927,39801.00613838994,8.605903774169974,40406.00613838994,5.475823849142021,39596.00613838994,0.6349919642442332,40611.00613838994,6.036447919080135,39391.00613838994,9.234197789690887,40816.00613838994,2.6876867839497187,39186.00613838994,8.427626902222181,41021.00613838994,1.7438675643292454,38981.00613838994,1.8438794655879418
2024-01-01 00:00:03,40202.52916824635,2.9341706349082153,39802.52916824635,4.094875388421571,40407.52916824635,3.8966686230474807,39597.52916824635,5.373509493253374,40612.52916824635,8.57322496368311,39392.52916824635,3.0439955915377848,40817.52916824635,6.382620353163617,39187.52916824635,2.845049501929869,41022.52916824635,1.816481263646841,38982.52916824635,0.3044533147838835
2024-01-01 00:00:04,40202.295014871626,2.5498835142081493,39802.295014871626,4.045582772217287,40407.295014871626,0.11411471004657298,39597.295014871626,1.9912512298247615,40612.295014871626,4.146386689935021,39392.295014871626,9.065227159628941,40817.295014871626,3.7062592874884404,39187.295014871626,9.60029013388651,41022.295014871626,4.826310108556798,38982.295014871626,8.967366773098405
2024-01-01 00:00:05,40202.06087791468,6.4878526810779835,39802.06087791468,1.7818780805855383,40407.06087791468,7.344543048361174,39597.06087791468,6.362084311163953,40612.06087791468,9.328154491344533,39392.06087791468,0.631167756524296,40817.06087791468,4.082283794337041,39187.06087791468,6.9854178339163076,41022.06087791468,5.3059860743963405,38982.06087791468,5.842170793217144
2024-01-01 00:00:06,40203.64009073019,6.544620277663591,39803.64009073019,3.892350193249209,40408.64009073019,7.541998710636985,39598.64009073019,5.566638817789416,40613.64009073019,9.039487438382574,39393.64009073019,0.9268846796776735,40818.64009073019,0.32815147855103866,39188.64009073019,4.051194953758619,41023.64009073019,3.4771842839586764,38983.64009073019,3.5789589998428744
2024-01-01 00:00:07,40204.40752545933,8.2627189910193,39804.40752545933,8.729006778655616,40409.40752545933,7.495048586399028,39599.40752545933,5.899027547871823,40614.40752545933,2.160525584446213,39394.40752545933,7.015754148838945,40819.40752545933,5.93180219267527,39189.40752545933,2.881635966090846,41024.40752545933,3.1979177004023107,38984.40752545933,5.182062658324806
2024-01-01 00:00:08,40203.938051073404,4.235314813032461,39803.938051073404,3.694974233847396,40408.938051073404,3.5157045994436196,39598.938051073404,3.094308260327006,40613.938051073404,2.6637518457120177,39393.938051073404,1.9868673483369381,40818.938051073404,1.3085031954857236,39188.938051073404,2.4288515219970095,41023.938051073404,4.370536169035301,38983.938051073404,2.6811968535835433
2024-01-01 00:00:09,40204.48061111699,0.8235424011588873,39804.48061111699,9.520875268747902,40409.48061111699,5.270665785780602,39599.48061111699,6.434450712151177,40614.48061111699,1.886375786595092,39394.48061111699,3.234544763646592,40819.48061111699,2.2166681030646758,39189.48061111699,6.839844037295893,41024.48061111699,6.935744885852089,38984.48061111699,6.384112617788081
2024-01-01 00:00:10,40204.01719342417,2.809297210722431,39804.01719342417,9.468458102163035,40409.01719342417,3.663737829949028,39599.01719342417,8.311977101201729,40614.01719342417,2.0409380794015526,39394.01719342417,1.4500925117077326,40819.01719342417,7.199466424065118,39189.01719342417,8.968330925511127,41024.01719342417,0.9354969668176226,38984.01719342417,6.203038727591406
2024-01-01 00:00:11,40203.55146367061,9.802054085648487,39803.55146367061,1.5344967271427257,40408.55146367061,0.2587603603033931,39598.55146367061,9.980905410563148,40613.55146367061,9.087834663017631,39393.55146367061,3.3892578644122286,40818.55146367061,3.2011029892207192,39188.55146367061,7.573925499182002,41023.55146367061,7.13476183477217,38983.55146367061,0.8939036614929244
2024-01-01 00:00:12,40203.793425942175,6.002959894803751,39803.793425942175,1.8553814098741843,40408.793425942175,5.668244518587046,39598.793425942175,8.400599423104921,40613.793425942175,9.318265301006967,39393.793425942175,2.876553939535387,40818.793425942175,1.7157809546399716,39188.793425942175,8.364436226363768,41023.793425942175,9.269778590158134,38983.793425942175,9.11581219595066
2024-01-01 00:00:13,40201.88014569751,7.1263971395301,39801.88014569751,8.640473296285702,40406.88014569751,1.3252305942317095,39596.88014569751,5.61923772083148,40611.88014569751,0.6137826877327964,39391.88014569751,7.389742625990938,40816.88014569751,5.81649905591856,39186.88014569751,7.835699299581918,41021.88014569751,7.658716417526192,38981.88014569751,4.659200888028574
2024-01-01 00:00:14,40200.155227865,0.1728425132916039,39800.155227865,3.98833309735472,40405.155227865,0.892409108505262,39595.155227865,2.0149529576315697,40610.155227865,5.976673221154828,39390.155227865,7.050031543071534,40815.155227865,2.227554499885612,39185.155227865,9.793561898330392,41020.155227865,1.9976008778269747,38980.155227865,2.0320259076140155
2024-01-01 00:00:15,40199.59294033576,5.2302367486069565,39799.59294033576,0.14330242460179243,40404.59294033576,7.579440780098193,39594.59294033576,6.846314173586227,40609.59294033576,5.685892472289958,39389.59294033576,9.553779046640818,40814.59294033576,2.78268431819118,39184.59294033576,7.602268775580615,41019.59294033576,0.9660637688937053,38979.59294033576,3.143100208416555
2024-01-01 00:00:16,40198.58010921542,0.47153370956485097,39798.58010921542,2.811331015083173,40403.58010921542,0.1941114039392457,39593.58010921542,9.382772477023984,40608.58010921542,3.966421702572153,39388.58010921542,7.2717746832131045,40813.58010921542,6.25125916878095,39183.58010921542,2.181262332855711,41018.58010921542,4.954766048996436,38978.58010921542,8.675595372892303
2024-01-01 00:00:17,40198.89435654802,5.735379099705335,39798.89435654802,6.016527032636043,40403.89435654802,9.59418359172639,39593.89435654802,2.197478743349794,40608.89435654802,6.3538061689487595,39388.89435654802,6.978695754911711,40813.89435654802,7.424631635502758,39183.89435654802,7.936824808197697,41018.89435654802,9.568420282871973,38978.89435654802,3.8935332026228013
2024-01-01 00:00:18,40197.9863324725,9.215631411397146,39797.9863324725,8.012733063003683,40402.9863324725,5.201028104714511,39592.9863324725,2.6343566432131134,40607.9863324725,9.478941472557416,39387.9863324725,6.972618501720252,40812.9863324725,7.422630883436214,39182.9863324725,3.288486673749529,41017.9863324725,8.208686945149326,38977.9863324725,5.663415594836721
2024-01-01 00:00:19,40196.57402877117,9.687349391954038,39796.57402877117,1.4205473092232697,40401.57402877117,9.831862663990869,39591.57402877117,1.5751845797753465,40606.57402877117,1.7855233389492473,39386.57402877117,8.841377810916944,40811.57402877117,4.874209777521221,39181.57402877117,9.958418640362295,41016.57402877117,5.671063026228629,38976.57402877117,9.482128375341217
2024-01-01 00:00:20,40198.03967754009,5.451471486350349,39798.03967754009,1.1943595077256801,40403.03967754009,0.6741759674798135,39593.03967754009,7.393544271901376,40608.03967754009,1.2920680061929108,39388.03967754009,3.032743655467946,40813.03967754009,4.597539418993411,39183.03967754009,3.829058938991451,41018.03967754009,1.5155160918341688,38978.03967754009,6.551992732061467
2024-01-01 00:00:21,40197.8139012396,4.636227571996938,39797.8139012396,9.228717270366083,40402.8139012396,5.8769425337725405,39592.8139012396,4.124958883894227,40607.8139012396,0.4305666512068592,39387.8139012396,3.070911881018662,40812.8139012396,7.897687323889448,39182.8139012396,2.998658182887576,41017.8139012396,7.166984142904796,38977.8139012396,6.78959576486346
2024-01-01 00:00:22,40197.881429444285,9.45566923306009,39797.881429444285,7.5363688414435686,40402.881429444285,3.558337656161521,39592.881429444285,0.7206868249752023,40607.881429444285,3.7019497476174203,39387.881429444285,7.438016716078874,40812.881429444285,2.011043778613919,39182.881429444285,2.4682382565382244,41017.881429444285,8.14868256221489,38977.881429444285,2.560831487904546
2024-01-01 00:00:23,40196.456681258074,6.768737336767281,39796.456681258074,5.938818047702976,40401.456681258074,8.45047667886143,39591.456681258074,8.762004915753774,40606.456681258074,3.4425219230708737,39386.456681258074,2.3641808577862617,40811.456681258074,1.6068042305317467,39181.456681258074,6.619295055377861,41016.456681258074,9.357184450615847,38976.456681258074,6.716122331777048
